# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     175     -0.46129035E-02     -0.46153273E-02     -0.23037158E-03     -0.33762555E-02
     176     -0.46129266E-02     -0.46153273E-02     -0.24289494E-03     -0.33762555E-02
     177     -0.46129466E-02     -0.46153273E-02     -0.25171915E-03     -0.33762555E-02
     178     -0.46129681E-02     -0.46153273E-02     -0.26346564E-03     -0.33762555E-02
     179     -0.46129886E-02     -0.46153273E-02     -0.27681238E-03     -0.33762555E-02
     180     -0.46130074E-02     -0.46153273E-02     -0.28818347E-03     -0.33762555E-02
     181     -0.46130262E-02     -0.46153273E-02     -0.30210903E-03     -0.33762555E-02
     182     -0.46130449E-02     -0.46153273E-02     -0.31765124E-03     -0.33762555E-02
     183     -0.46130598E-02     -0.46153273E-02     -0.33239394E-03     -0.33762555E-02
     184     -0.46130730E-02     -0.46153273E-02     -0.34766998E-03     -0.33762555E-02
     185     -0.46130868E-02     -0.46153273E-02     -0.36400823E-03     -0.33762555E-02
     186     -0.46130988E-02     -0.46153273E-02     -0.37817612E-03     -0.33762555E-02
     187     -0.46131093E-02     -0.46153273E-02     -0.39581720E-03     -0.33762555E-02
     188     -0.46131197E-02     -0.46153273E-02     -0.41232035E-03     -0.33762555E-02
     189     -0.46131286E-02     -0.46153273E-02     -0.43107162E-03     -0.33762555E-02
     190     -0.46131368E-02     -0.46153273E-02     -0.44562290E-03     -0.33762555E-02
     191     -0.46131441E-02     -0.46153273E-02     -0.46244708E-03     -0.33762555E-02
     192     -0.46131515E-02     -0.46153273E-02     -0.48268015E-03     -0.33762555E-02
     193     -0.46131590E-02     -0.46153273E-02     -0.50182326E-03     -0.33762555E-02
     194     -0.46131654E-02     -0.46153273E-02     -0.52117023E-03     -0.33762555E-02
     195     -0.46131714E-02     -0.46153273E-02     -0.53672092E-03     -0.33762555E-02
     196     -0.46131773E-02     -0.46153273E-02     -0.55460787E-03     -0.33762555E-02
 
# q=  0.29166667E+00  0.33333333E+00  0.00000000E+00  (qpt 107)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.12877208E-02     -0.48754666E-02     -0.15832129E-05     -0.33808094E-02
       2     -0.16630189E-02     -0.48754666E-02     -0.40766245E-05     -0.33808094E-02
       3     -0.17975830E-02     -0.48754666E-02     -0.51703792E-05     -0.33808094E-02
       4     -0.19616475E-02     -0.48754666E-02     -0.63893535E-05     -0.33808094E-02
       5     -0.20913123E-02     -0.48754666E-02     -0.72193128E-05     -0.33808094E-02
       6     -0.22778939E-02     -0.48754666E-02     -0.82354769E-05     -0.33808094E-02
       7     -0.25622042E-02     -0.48754666E-02     -0.10554552E-04     -0.33808094E-02
       8     -0.27489122E-02     -0.48754666E-02     -0.11402300E-04     -0.33808094E-02
       9     -0.30065049E-02     -0.48754666E-02     -0.14087294E-04     -0.33808094E-02
      10     -0.32021738E-02     -0.48754666E-02     -0.16331298E-04     -0.33808094E-02
      11     -0.33074538E-02     -0.48754666E-02     -0.17681786E-04     -0.33808094E-02
      12     -0.34965568E-02     -0.48754666E-02     -0.20435935E-04     -0.33808094E-02
      13     -0.36419850E-02     -0.48754666E-02     -0.22516296E-04     -0.33808094E-02
      14     -0.37487513E-02     -0.48754666E-02     -0.25653499E-04     -0.33808094E-02
      15     -0.37932839E-02     -0.48754666E-02     -0.26164855E-04     -0.33808094E-02
      16     -0.38536354E-02     -0.48754666E-02     -0.27529860E-04     -0.33808094E-02
      17     -0.38947172E-02     -0.48754666E-02     -0.28472574E-04     -0.33808094E-02
      18     -0.39602123E-02     -0.48754666E-02     -0.30223240E-04     -0.33808094E-02
      19     -0.40160735E-02     -0.48754666E-02     -0.31822902E-04     -0.33808094E-02
      20     -0.40803978E-02     -0.48754666E-02     -0.33655706E-04     -0.33808094E-02
      21     -0.41336433E-02     -0.48754666E-02     -0.35648081E-04     -0.33808094E-02
      22     -0.41717909E-02     -0.48754666E-02     -0.36215951E-04     -0.33808094E-02
      23     -0.42097648E-02     -0.48754666E-02     -0.37482449E-04     -0.33808094E-02
      24     -0.42572016E-02     -0.48754666E-02     -0.37952568E-04     -0.33808094E-02
      25     -0.42837345E-02     -0.48754666E-02     -0.38677695E-04     -0.33808094E-02
      26     -0.43072686E-02     -0.48754666E-02     -0.39422204E-04     -0.33808094E-02
      27     -0.43237430E-02     -0.48754666E-02     -0.39978095E-04     -0.33808094E-02
      28     -0.43441503E-02     -0.48754666E-02     -0.40727964E-04     -0.33808094E-02
      29     -0.43596232E-02     -0.48754666E-02     -0.41173182E-04     -0.33808094E-02
      30     -0.43762967E-02     -0.48754666E-02     -0.41729618E-04     -0.33808094E-02
      31     -0.43946710E-02     -0.48754666E-02     -0.42215057E-04     -0.33808094E-02
      32     -0.44144369E-02     -0.48754666E-02     -0.42984432E-04     -0.33808094E-02
      33     -0.44302139E-02     -0.48754666E-02     -0.43345722E-04     -0.33808094E-02
      34     -0.44690358E-02     -0.48754666E-02     -0.44851258E-04     -0.33808094E-02
      35     -0.44879177E-02     -0.48754666E-02     -0.45319225E-04     -0.33808094E-02
      36     -0.45207186E-02     -0.48754666E-02     -0.46604586E-04     -0.33808094E-02
      37     -0.45372842E-02     -0.48754666E-02     -0.46930602E-04     -0.33808094E-02
      38     -0.45489217E-02     -0.48754666E-02     -0.47305305E-04     -0.33808094E-02
      39     -0.45620669E-02     -0.48754666E-02     -0.47504744E-04     -0.33808094E-02
      40     -0.45709708E-02     -0.48754666E-02     -0.47696921E-04     -0.33808094E-02
      41     -0.45777483E-02     -0.48754666E-02     -0.47857425E-04     -0.33808094E-02
      42     -0.45841615E-02     -0.48754666E-02     -0.48055179E-04     -0.33808094E-02
      43     -0.45937310E-02     -0.48754666E-02     -0.48181409E-04     -0.33808094E-02
      44     -0.45999681E-02     -0.48754666E-02     -0.48329387E-04     -0.33808094E-02
      45     -0.46062795E-02     -0.48754666E-02     -0.48523997E-04     -0.33808094E-02
      46     -0.46102993E-02     -0.48754666E-02     -0.48650872E-04     -0.33808094E-02
      47     -0.46165995E-02     -0.48754666E-02     -0.48764450E-04     -0.33808094E-02
      48     -0.46221313E-02     -0.48754666E-02     -0.48951352E-04     -0.33808094E-02
      49     -0.46274903E-02     -0.48754666E-02     -0.49129431E-04     -0.33808094E-02
      50     -0.46312672E-02     -0.48754666E-02     -0.49252792E-04     -0.33808094E-02
      51     -0.46365133E-02     -0.48754666E-02     -0.49460678E-04     -0.33808094E-02
      52     -0.46415050E-02     -0.48754666E-02     -0.49705981E-04     -0.33808094E-02
      53     -0.46465698E-02     -0.48754666E-02     -0.49917904E-04     -0.33808094E-02
      54     -0.46507871E-02     -0.48754666E-02     -0.50118907E-04     -0.33808094E-02
      55     -0.46605687E-02     -0.48754666E-02     -0.50527276E-04     -0.33808094E-02
      56     -0.46668728E-02     -0.48754666E-02     -0.50887799E-04     -0.33808094E-02
      57     -0.46776108E-02     -0.48754666E-02     -0.51267036E-04     -0.33808094E-02
      58     -0.46837725E-02     -0.48754666E-02     -0.51648431E-04     -0.33808094E-02
      59     -0.46938799E-02     -0.48754666E-02     -0.52016038E-04     -0.33808094E-02
      60     -0.47036596E-02     -0.48754666E-02     -0.52503873E-04     -0.33808094E-02
      61     -0.47138646E-02     -0.48754666E-02     -0.52920001E-04     -0.33808094E-02
      62     -0.47193066E-02     -0.48754666E-02     -0.53299729E-04     -0.33808094E-02
      63     -0.47272172E-02     -0.48754666E-02     -0.53711443E-04     -0.33808094E-02
      64     -0.47311212E-02     -0.48754666E-02     -0.53964841E-04     -0.33808094E-02
      65     -0.47373919E-02     -0.48754666E-02     -0.54301856E-04     -0.33808094E-02
      66     -0.47410273E-02     -0.48754666E-02     -0.54556716E-04     -0.33808094E-02
      67     -0.47468630E-02     -0.48754666E-02     -0.54961217E-04     -0.33808094E-02
      68     -0.47510587E-02     -0.48754666E-02     -0.55231700E-04     -0.33808094E-02
      69     -0.47560062E-02     -0.48754666E-02     -0.55578139E-04     -0.33808094E-02
      70     -0.47609035E-02     -0.48754666E-02     -0.55919173E-04     -0.33808094E-02
      71     -0.47644492E-02     -0.48754666E-02     -0.56153503E-04     -0.33808094E-02
      72     -0.47710429E-02     -0.48754666E-02     -0.56511860E-04     -0.33808094E-02
      73     -0.47749023E-02     -0.48754666E-02     -0.56868521E-04     -0.33808094E-02
      74     -0.47784103E-02     -0.48754666E-02     -0.57102953E-04     -0.33808094E-02
      75     -0.47814110E-02     -0.48754666E-02     -0.57365331E-04     -0.33808094E-02
      76     -0.47852287E-02     -0.48754666E-02     -0.57598639E-04     -0.33808094E-02
      77     -0.47872152E-02     -0.48754666E-02     -0.57792562E-04     -0.33808094E-02
      78     -0.47894178E-02     -0.48754666E-02     -0.57954723E-04     -0.33808094E-02
      79     -0.47912525E-02     -0.48754666E-02     -0.58128943E-04     -0.33808094E-02
      80     -0.47928853E-02     -0.48754666E-02     -0.58266094E-04     -0.33808094E-02
      81     -0.47945700E-02     -0.48754666E-02     -0.58421497E-04     -0.33808094E-02
      82     -0.47960053E-02     -0.48754666E-02     -0.58545465E-04     -0.33808094E-02
      83     -0.47971247E-02     -0.48754666E-02     -0.58659001E-04     -0.33808094E-02
      84     -0.47987407E-02     -0.48754666E-02     -0.58815363E-04     -0.33808094E-02
      85     -0.47998758E-02     -0.48754666E-02     -0.58955747E-04     -0.33808094E-02
      86     -0.48016065E-02     -0.48754666E-02     -0.59152361E-04     -0.33808094E-02
      87     -0.48028526E-02     -0.48754666E-02     -0.59253205E-04     -0.33808094E-02
      88     -0.48043716E-02     -0.48754666E-02     -0.59407766E-04     -0.33808094E-02
      89     -0.48055992E-02     -0.48754666E-02     -0.59516887E-04     -0.33808094E-02
      90     -0.48068106E-02     -0.48754666E-02     -0.59699509E-04     -0.33808094E-02
      91     -0.48079100E-02     -0.48754666E-02     -0.59822772E-04     -0.33808094E-02
      92     -0.48095651E-02     -0.48754666E-02     -0.60095179E-04     -0.33808094E-02
      93     -0.48110123E-02     -0.48754666E-02     -0.60321482E-04     -0.33808094E-02
      94     -0.48123301E-02     -0.48754666E-02     -0.60522850E-04     -0.33808094E-02
      95     -0.48137217E-02     -0.48754666E-02     -0.60721449E-04     -0.33808094E-02
      96     -0.48153594E-02     -0.48754666E-02     -0.61005129E-04     -0.33808094E-02
      97     -0.48176570E-02     -0.48754666E-02     -0.61320351E-04     -0.33808094E-02
      98     -0.48190739E-02     -0.48754666E-02     -0.61524060E-04     -0.33808094E-02
      99     -0.48206122E-02     -0.48754666E-02     -0.61743620E-04     -0.33808094E-02
     100     -0.48216282E-02     -0.48754666E-02     -0.61874367E-04     -0.33808094E-02
     101     -0.48227445E-02     -0.48754666E-02     -0.62060959E-04     -0.33808094E-02
     102     -0.48239374E-02     -0.48754666E-02     -0.62263673E-04     -0.33808094E-02
     103     -0.48286822E-02     -0.48754666E-02     -0.63049220E-04     -0.33808094E-02
     104     -0.48320158E-02     -0.48754666E-02     -0.63625186E-04     -0.33808094E-02
     105     -0.48346283E-02     -0.48754666E-02     -0.64145845E-04     -0.33808094E-02
     106     -0.48375555E-02     -0.48754666E-02     -0.64680374E-04     -0.33808094E-02
     107     -0.48396470E-02     -0.48754666E-02     -0.65153617E-04     -0.33808094E-02
     108     -0.48416752E-02     -0.48754666E-02     -0.65635047E-04     -0.33808094E-02
     109     -0.48438229E-02     -0.48754666E-02     -0.66133845E-04     -0.33808094E-02
     110     -0.48455418E-02     -0.48754666E-02     -0.66600383E-04     -0.33808094E-02
     111     -0.48473982E-02     -0.48754666E-02     -0.67086986E-04     -0.33808094E-02
     112     -0.48487134E-02     -0.48754666E-02     -0.67495047E-04     -0.33808094E-02
     113     -0.48500807E-02     -0.48754666E-02     -0.67919352E-04     -0.33808094E-02
     114     -0.48515286E-02     -0.48754666E-02     -0.68439923E-04     -0.33808094E-02
     115     -0.48529701E-02     -0.48754666E-02     -0.69001919E-04     -0.33808094E-02
     116     -0.48541066E-02     -0.48754666E-02     -0.69552946E-04     -0.33808094E-02
     117     -0.48554109E-02     -0.48754666E-02     -0.70210926E-04     -0.33808094E-02
     118     -0.48566566E-02     -0.48754666E-02     -0.70928568E-04     -0.33808094E-02
     119     -0.48580487E-02     -0.48754666E-02     -0.71755691E-04     -0.33808094E-02
     120     -0.48592504E-02     -0.48754666E-02     -0.72630874E-04     -0.33808094E-02
     121     -0.48602401E-02     -0.48754666E-02     -0.73476782E-04     -0.33808094E-02
     122     -0.48609016E-02     -0.48754666E-02     -0.74085994E-04     -0.33808094E-02
     123     -0.48616841E-02     -0.48754666E-02     -0.74821763E-04     -0.33808094E-02
     124     -0.48623674E-02     -0.48754666E-02     -0.75576334E-04     -0.33808094E-02
     125     -0.48629992E-02     -0.48754666E-02     -0.76270726E-04     -0.33808094E-02
     126     -0.48635293E-02     -0.48754666E-02     -0.76924885E-04     -0.33808094E-02
     127     -0.48640733E-02     -0.48754666E-02     -0.77716250E-04     -0.33808094E-02
     128     -0.48646389E-02     -0.48754666E-02     -0.78577999E-04     -0.33808094E-02
     129     -0.48651322E-02     -0.48754666E-02     -0.79469246E-04     -0.33808094E-02
     130     -0.48655735E-02     -0.48754666E-02     -0.80251450E-04     -0.33808094E-02
     131     -0.48659812E-02     -0.48754666E-02     -0.81063773E-04     -0.33808094E-02
     132     -0.48664334E-02     -0.48754666E-02     -0.82028074E-04     -0.33808094E-02
     133     -0.48667959E-02     -0.48754666E-02     -0.82882049E-04     -0.33808094E-02
     134     -0.48671990E-02     -0.48754666E-02     -0.83984795E-04     -0.33808094E-02
     135     -0.48675627E-02     -0.48754666E-02     -0.84941557E-04     -0.33808094E-02
     136     -0.48678896E-02     -0.48754666E-02     -0.85882468E-04     -0.33808094E-02
     137     -0.48681673E-02     -0.48754666E-02     -0.86837367E-04     -0.33808094E-02
     138     -0.48684531E-02     -0.48754666E-02     -0.87892078E-04     -0.33808094E-02
     139     -0.48686916E-02     -0.48754666E-02     -0.88989837E-04     -0.33808094E-02
     140     -0.48689550E-02     -0.48754666E-02     -0.90227074E-04     -0.33808094E-02
     141     -0.48691565E-02     -0.48754666E-02     -0.91244316E-04     -0.33808094E-02
     142     -0.48693764E-02     -0.48754666E-02     -0.92431007E-04     -0.33808094E-02
     143     -0.48695616E-02     -0.48754666E-02     -0.93465755E-04     -0.33808094E-02
     144     -0.48697706E-02     -0.48754666E-02     -0.94799353E-04     -0.33808094E-02
     145     -0.48699560E-02     -0.48754666E-02     -0.96136552E-04     -0.33808094E-02
     146     -0.48701463E-02     -0.48754666E-02     -0.97629027E-04     -0.33808094E-02
     147     -0.48703206E-02     -0.48754666E-02     -0.99277634E-04     -0.33808094E-02
     148     -0.48704791E-02     -0.48754666E-02     -0.10080580E-03     -0.33808094E-02
     149     -0.48706450E-02     -0.48754666E-02     -0.10270077E-03     -0.33808094E-02
     150     -0.48708056E-02     -0.48754666E-02     -0.10467447E-03     -0.33808094E-02
     151     -0.48709484E-02     -0.48754666E-02     -0.10682853E-03     -0.33808094E-02
     152     -0.48710754E-02     -0.48754666E-02     -0.10883869E-03     -0.33808094E-02
     153     -0.48711961E-02     -0.48754666E-02     -0.11098287E-03     -0.33808094E-02
     154     -0.48713167E-02     -0.48754666E-02     -0.11347668E-03     -0.33808094E-02
     155     -0.48714226E-02     -0.48754666E-02     -0.11584837E-03     -0.33808094E-02
     156     -0.48715161E-02     -0.48754666E-02     -0.11814735E-03     -0.33808094E-02
     157     -0.48716092E-02     -0.48754666E-02     -0.12096488E-03     -0.33808094E-02
     158     -0.48716901E-02     -0.48754666E-02     -0.12376395E-03     -0.33808094E-02
     159     -0.48717735E-02     -0.48754666E-02     -0.12700230E-03     -0.33808094E-02
     160     -0.48718446E-02     -0.48754666E-02     -0.13017581E-03     -0.33808094E-02
     161     -0.48719210E-02     -0.48754666E-02     -0.13412024E-03     -0.33808094E-02
     162     -0.48719923E-02     -0.48754666E-02     -0.13846631E-03     -0.33808094E-02
     163     -0.48720575E-02     -0.48754666E-02     -0.14267325E-03     -0.33808094E-02
     164     -0.48721130E-02     -0.48754666E-02     -0.14693142E-03     -0.33808094E-02
     165     -0.48721730E-02     -0.48754666E-02     -0.15218264E-03     -0.33808094E-02
     166     -0.48722256E-02     -0.48754666E-02     -0.15830362E-03     -0.33808094E-02
     167     -0.48722753E-02     -0.48754666E-02     -0.16412921E-03     -0.33808094E-02
     168     -0.48723190E-02     -0.48754666E-02     -0.17002798E-03     -0.33808094E-02
     169     -0.48723676E-02     -0.48754666E-02     -0.17647103E-03     -0.33808094E-02
     170     -0.48724116E-02     -0.48754666E-02     -0.18360348E-03     -0.33808094E-02
     171     -0.48724531E-02     -0.48754666E-02     -0.19171748E-03     -0.33808094E-02
     172     -0.48724876E-02     -0.48754666E-02     -0.19964214E-03     -0.33808094E-02
     173     -0.48725210E-02     -0.48754666E-02     -0.20852337E-03     -0.33808094E-02
     174     -0.48725552E-02     -0.48754666E-02     -0.21938119E-03     -0.33808094E-02
     175     -0.48725854E-02     -0.48754666E-02     -0.22922414E-03     -0.33808094E-02
     176     -0.48726126E-02     -0.48754666E-02     -0.24100369E-03     -0.33808094E-02
     177     -0.48726360E-02     -0.48754666E-02     -0.25017261E-03     -0.33808094E-02
     178     -0.48726613E-02     -0.48754666E-02     -0.26170398E-03     -0.33808094E-02
     179     -0.48726856E-02     -0.48754666E-02     -0.27479399E-03     -0.33808094E-02
     180     -0.48727080E-02     -0.48754666E-02     -0.28685945E-03     -0.33808094E-02
     181     -0.48727304E-02     -0.48754666E-02     -0.30090027E-03     -0.33808094E-02
     182     -0.48727528E-02     -0.48754666E-02     -0.31585754E-03     -0.33808094E-02
     183     -0.48727705E-02     -0.48754666E-02     -0.33101343E-03     -0.33808094E-02
     184     -0.48727864E-02     -0.48754666E-02     -0.34645347E-03     -0.33808094E-02
     185     -0.48728029E-02     -0.48754666E-02     -0.36261782E-03     -0.33808094E-02
     186     -0.48728173E-02     -0.48754666E-02     -0.37737398E-03     -0.33808094E-02
     187     -0.48728299E-02     -0.48754666E-02     -0.39446558E-03     -0.33808094E-02
     188     -0.48728423E-02     -0.48754666E-02     -0.41101237E-03     -0.33808094E-02
     189     -0.48728529E-02     -0.48754666E-02     -0.42939355E-03     -0.33808094E-02
     190     -0.48728626E-02     -0.48754666E-02     -0.44478542E-03     -0.33808094E-02
     191     -0.48728714E-02     -0.48754666E-02     -0.46098214E-03     -0.33808094E-02
     192     -0.48728800E-02     -0.48754666E-02     -0.48109330E-03     -0.33808094E-02
     193     -0.48728889E-02     -0.48754666E-02     -0.49944386E-03     -0.33808094E-02
     194     -0.48728965E-02     -0.48754666E-02     -0.51780309E-03     -0.33808094E-02
     195     -0.48729035E-02     -0.48754666E-02     -0.53467580E-03     -0.33808094E-02
     196     -0.48729104E-02     -0.48754666E-02     -0.55365271E-03     -0.33808094E-02
 
# q=  0.29166667E+00  0.37500000E+00  0.00000000E+00  (qpt 108)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.12877208E-02     -0.48754601E-02     -0.15832129E-05     -0.35082440E-02
       2     -0.16630189E-02     -0.48754601E-02     -0.40766245E-05     -0.35082440E-02
       3     -0.17975830E-02     -0.48754601E-02     -0.51703792E-05     -0.35082440E-02
       4     -0.19616475E-02     -0.48754601E-02     -0.63893535E-05     -0.35082440E-02
       5     -0.20913123E-02     -0.48754601E-02     -0.72193128E-05     -0.35082440E-02
       6     -0.22778939E-02     -0.48754601E-02     -0.82354768E-05     -0.35082440E-02
       7     -0.25622042E-02     -0.48754601E-02     -0.10554552E-04     -0.35082440E-02
       8     -0.27498853E-02     -0.48754601E-02     -0.11402943E-04     -0.35082440E-02
       9     -0.30065049E-02     -0.48754601E-02     -0.14087294E-04     -0.35082440E-02
      10     -0.32021738E-02     -0.48754601E-02     -0.16331298E-04     -0.35082440E-02
      11     -0.33074538E-02     -0.48754601E-02     -0.17681786E-04     -0.35082440E-02
      12     -0.34965568E-02     -0.48754601E-02     -0.20435935E-04     -0.35082440E-02
      13     -0.36419850E-02     -0.48754601E-02     -0.22516296E-04     -0.35082440E-02
      14     -0.37487513E-02     -0.48754601E-02     -0.25653499E-04     -0.35082440E-02
      15     -0.37932839E-02     -0.48754601E-02     -0.26164855E-04     -0.35082440E-02
      16     -0.38536354E-02     -0.48754601E-02     -0.27529860E-04     -0.35082440E-02
      17     -0.38947172E-02     -0.48754601E-02     -0.28472574E-04     -0.35082440E-02
      18     -0.39602123E-02     -0.48754601E-02     -0.30223240E-04     -0.35082440E-02
      19     -0.40160735E-02     -0.48754601E-02     -0.31822902E-04     -0.35082440E-02
      20     -0.40803978E-02     -0.48754601E-02     -0.33655706E-04     -0.35082440E-02
      21     -0.41333778E-02     -0.48754601E-02     -0.35648133E-04     -0.35082440E-02
      22     -0.41717909E-02     -0.48754601E-02     -0.36215951E-04     -0.35082440E-02
      23     -0.42097648E-02     -0.48754601E-02     -0.37482449E-04     -0.35082440E-02
      24     -0.42572509E-02     -0.48754601E-02     -0.37952563E-04     -0.35082440E-02
      25     -0.42837345E-02     -0.48754601E-02     -0.38677695E-04     -0.35082440E-02
      26     -0.43072686E-02     -0.48754601E-02     -0.39422204E-04     -0.35082440E-02
      27     -0.43237430E-02     -0.48754601E-02     -0.39978095E-04     -0.35082440E-02
      28     -0.43441409E-02     -0.48754601E-02     -0.40728183E-04     -0.35082440E-02
      29     -0.43596232E-02     -0.48754601E-02     -0.41173182E-04     -0.35082440E-02
      30     -0.43763022E-02     -0.48754601E-02     -0.41729647E-04     -0.35082440E-02
      31     -0.43946710E-02     -0.48754601E-02     -0.42215057E-04     -0.35082440E-02
      32     -0.44144369E-02     -0.48754601E-02     -0.42984432E-04     -0.35082440E-02
      33     -0.44302139E-02     -0.48754601E-02     -0.43345722E-04     -0.35082440E-02
      34     -0.44690358E-02     -0.48754601E-02     -0.44851258E-04     -0.35082440E-02
      35     -0.44879177E-02     -0.48754601E-02     -0.45319225E-04     -0.35082440E-02
      36     -0.45207185E-02     -0.48754601E-02     -0.46604588E-04     -0.35082440E-02
      37     -0.45372842E-02     -0.48754601E-02     -0.46930602E-04     -0.35082440E-02
      38     -0.45489176E-02     -0.48754601E-02     -0.47305308E-04     -0.35082440E-02
      39     -0.45620669E-02     -0.48754601E-02     -0.47504744E-04     -0.35082440E-02
      40     -0.45709709E-02     -0.48754601E-02     -0.47696921E-04     -0.35082440E-02
      41     -0.45777483E-02     -0.48754601E-02     -0.47857425E-04     -0.35082440E-02
      42     -0.45841615E-02     -0.48754601E-02     -0.48055179E-04     -0.35082440E-02
      43     -0.45937319E-02     -0.48754601E-02     -0.48181409E-04     -0.35082440E-02
      44     -0.45999681E-02     -0.48754601E-02     -0.48329387E-04     -0.35082440E-02
      45     -0.46062795E-02     -0.48754601E-02     -0.48523997E-04     -0.35082440E-02
      46     -0.46102993E-02     -0.48754601E-02     -0.48650872E-04     -0.35082440E-02
      47     -0.46165995E-02     -0.48754601E-02     -0.48764450E-04     -0.35082440E-02
      48     -0.46221293E-02     -0.48754601E-02     -0.48951394E-04     -0.35082440E-02
      49     -0.46274903E-02     -0.48754601E-02     -0.49129431E-04     -0.35082440E-02
      50     -0.46312627E-02     -0.48754601E-02     -0.49252796E-04     -0.35082440E-02
      51     -0.46365133E-02     -0.48754601E-02     -0.49460678E-04     -0.35082440E-02
      52     -0.46415051E-02     -0.48754601E-02     -0.49705981E-04     -0.35082440E-02
      53     -0.46465698E-02     -0.48754601E-02     -0.49917904E-04     -0.35082440E-02
      54     -0.46507871E-02     -0.48754601E-02     -0.50118907E-04     -0.35082440E-02
      55     -0.46605703E-02     -0.48754601E-02     -0.50527276E-04     -0.35082440E-02
      56     -0.46668728E-02     -0.48754601E-02     -0.50887799E-04     -0.35082440E-02
      57     -0.46776108E-02     -0.48754601E-02     -0.51267036E-04     -0.35082440E-02
      58     -0.46837725E-02     -0.48754601E-02     -0.51648431E-04     -0.35082440E-02
      59     -0.46938799E-02     -0.48754601E-02     -0.52016038E-04     -0.35082440E-02
      60     -0.47036596E-02     -0.48754601E-02     -0.52503873E-04     -0.35082440E-02
      61     -0.47138603E-02     -0.48754601E-02     -0.52920074E-04     -0.35082440E-02
      62     -0.47193066E-02     -0.48754601E-02     -0.53299729E-04     -0.35082440E-02
      63     -0.47272154E-02     -0.48754601E-02     -0.53711432E-04     -0.35082440E-02
      64     -0.47311212E-02     -0.48754601E-02     -0.53964841E-04     -0.35082440E-02
      65     -0.47373873E-02     -0.48754601E-02     -0.54301862E-04     -0.35082440E-02
      66     -0.47410273E-02     -0.48754601E-02     -0.54556716E-04     -0.35082440E-02
      67     -0.47468630E-02     -0.48754601E-02     -0.54961217E-04     -0.35082440E-02
      68     -0.47510605E-02     -0.48754601E-02     -0.55231699E-04     -0.35082440E-02
      69     -0.47560062E-02     -0.48754601E-02     -0.55578139E-04     -0.35082440E-02
      70     -0.47609035E-02     -0.48754601E-02     -0.55919173E-04     -0.35082440E-02
      71     -0.47644492E-02     -0.48754601E-02     -0.56153503E-04     -0.35082440E-02
      72     -0.47710429E-02     -0.48754601E-02     -0.56511860E-04     -0.35082440E-02
      73     -0.47748947E-02     -0.48754601E-02     -0.56868604E-04     -0.35082440E-02
      74     -0.47784103E-02     -0.48754601E-02     -0.57102953E-04     -0.35082440E-02
      75     -0.47814079E-02     -0.48754601E-02     -0.57365316E-04     -0.35082440E-02
      76     -0.47852287E-02     -0.48754601E-02     -0.57598639E-04     -0.35082440E-02
      77     -0.47872152E-02     -0.48754601E-02     -0.57792562E-04     -0.35082440E-02
      78     -0.47894138E-02     -0.48754601E-02     -0.57954730E-04     -0.35082440E-02
      79     -0.47912525E-02     -0.48754601E-02     -0.58128943E-04     -0.35082440E-02
      80     -0.47928853E-02     -0.48754601E-02     -0.58266094E-04     -0.35082440E-02
      81     -0.47945717E-02     -0.48754601E-02     -0.58421497E-04     -0.35082440E-02
      82     -0.47960053E-02     -0.48754601E-02     -0.58545465E-04     -0.35082440E-02
      83     -0.47971247E-02     -0.48754601E-02     -0.58659001E-04     -0.35082440E-02
      84     -0.47987407E-02     -0.48754601E-02     -0.58815363E-04     -0.35082440E-02
      85     -0.47998758E-02     -0.48754601E-02     -0.58955747E-04     -0.35082440E-02
      86     -0.48015934E-02     -0.48754601E-02     -0.59152428E-04     -0.35082440E-02
      87     -0.48028526E-02     -0.48754601E-02     -0.59253205E-04     -0.35082440E-02
      88     -0.48043716E-02     -0.48754601E-02     -0.59407766E-04     -0.35082440E-02
      89     -0.48055965E-02     -0.48754601E-02     -0.59516885E-04     -0.35082440E-02
      90     -0.48068106E-02     -0.48754601E-02     -0.59699509E-04     -0.35082440E-02
      91     -0.48079069E-02     -0.48754601E-02     -0.59822779E-04     -0.35082440E-02
      92     -0.48095651E-02     -0.48754601E-02     -0.60095179E-04     -0.35082440E-02
      93     -0.48110136E-02     -0.48754601E-02     -0.60321481E-04     -0.35082440E-02
      94     -0.48123301E-02     -0.48754601E-02     -0.60522850E-04     -0.35082440E-02
      95     -0.48137217E-02     -0.48754601E-02     -0.60721449E-04     -0.35082440E-02
      96     -0.48153594E-02     -0.48754601E-02     -0.61005129E-04     -0.35082440E-02
      97     -0.48176570E-02     -0.48754601E-02     -0.61320351E-04     -0.35082440E-02
      98     -0.48190584E-02     -0.48754601E-02     -0.61524070E-04     -0.35082440E-02
      99     -0.48206122E-02     -0.48754601E-02     -0.61743620E-04     -0.35082440E-02
     100     -0.48216282E-02     -0.48754601E-02     -0.61874367E-04     -0.35082440E-02
     101     -0.48227445E-02     -0.48754601E-02     -0.62060959E-04     -0.35082440E-02
